identifier,municipality,location,feature,owner,year_built_replaced,last_inspection,sd_fo_status,rating
atoga,Mechanicville (City),JCT.RT 67 & CHAMPL. CANAL,67  67 14041200 CHAMPLAIN CANAL,NYSDOT,1946,06/28/2017,FO,5.36
atoga,Mechanicville (City),CITY OF MECHANICVILLE,67  67 15031258 BOSTON & MAINE,42 - City,1982,11/22/2016,SD,6.73
atoga,Mechanicville (City),CITY OF MECHANICVILLE,FRANCES STREET ANTHONY KILL,42 - City,2015,08/04/2016,FO,6.91
atoga,Mechanicville (City),N.MAIN ST. MECHANICVILLE,NORTH MAIN STREET ANTHONY KILL,42 - City,1920,12/22/2015,N,6.97
atoga,Mechanicville (City),CITY OF MECHANICVILLE,VIALL AVENUE ANTHONY KILL,30 - County,1946,04/29/2016,N,3.42
atoga,Milton (Town),SH 29 1.2 MI W ROCK C F,29  29 15031098 KAYADEROSSERAS CK,NYSDOT,1996,04/14/2016,N,6.25
atoga,Milton (Town),ROCK CITY FALLS,CR 49 KAYADEROSSERAS CK,30 - County,1952,06/22/2017,N,4.78
atoga,Milton (Town),0.5MI NE WEST MILTON,CR 49 W MILTON RD KAYADEROSSERAS CK,30 - County,1953,08/09/2016,FO,5.19
atoga,Milton (Town),1 MI NW OF BALLSTON SPA,CR45 GALWAY ROAD KAYADEROSSERAS CK,30 - County,1932,06/17/2016,FO,5.79
atoga,Milton (Town),1.5MI NE W.MILTON,CR49 KAYADEROSSERAS CK,30 - County,2003,06/20/2016,N,6.56
atoga,Milton (Town),1 MI SE W MILTON,DEWAR ROAD GLOWEGEE CREEK,30 - County,1996,08/05/2015,N,6.42
atoga,Milton (Town),1 MI E WEST MILTON,LEWIS RD KAYADEROSSERAS CK,30 - County,1930,08/09/2016,FO,6.32
atoga,Milton (Town),1 MI EAST OF WEST MILTON,LEWIS ROAD GLOWEGEE CREEK,30 - County,1998,08/09/2016,N,6.23
atoga,Milton (Town),2 MI E OF WEST MILTON,MIDDLE LINE RD KAYADEROSSERAS CR,30 - County,2002,04/06/2016,FO,6.04
atoga,Milton (Town),5 MI EAST OF GALWAY,WEST MILTON ROAD GLOWEGEE CREEK,30 - County,1991,08/09/2016,FO,6.04
atoga,Moreau (Town),JCT RTE 9 & I87,99 15093108 87I 87I15091325,NYSDOT,1960,07/07/2016,FO,4.05
atoga,Moreau (Town),2 Mi. N I-87 EXIT 17,87I 87I15091345 HUDSON RIVER,NYSDOT,1960,07/19/2017,N,5.09
atoga,Moreau (Town),2 Mi. N I-87 EXIT 17,87I 87I15091345 HUDSON RIVER,NYSDOT,1960,07/19/2017,N,5.20
atoga,Moreau (Town),JCT SH 197 & HUDSON RIVER,197 197 15011044 HUDSON RIVER,NYSDOT,1963,06/16/2016,N,5.49
atoga,Moreau (Town),.4 MI S JCT I87 & HUD RVR,BUTLER ROAD 87I  87I15091342,NYSDOT,1960,05/12/2017,N,4.75
atoga,Moreau (Town),2.8 MI SE JCT SH 197 & 32,CLARK ROAD SNOOK KILL,30 - County,1993,04/13/2016,N,5.92
atoga,Moreau (Town),.25 MI W OF HUDSON FALLS,COUNTY ROAD 27 HUDSON RIVER,30 - County,1993,05/02/2017,N,6.15
atoga,Moreau (Town),4 MI.NE GANSEVOORT,CR29 RIVER ROAD SNOOK KILL,30 - County,1988,04/13/2016,N,5.82
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
atoga,Moreau (Town),1.2 M S JCT I87 & RTE 9,OLD WEST ROAD 87I 87I15091313,NYSDOT,1962,05/08/2017,N,5.67
atoga,Moreau (Town),.2 MI N OF I87 EXIT 17,SPIER FALLS ROAD 87I 87I15091329,NYSDOT,1960,04/20/2017,FO,5.11
atoga,Moreau (Town),0.45 M N JCT I87 & RTE 9,SPIER FALLS ROAD 87I 87I15091329,NYSDOT,1960,04/20/2017,FO,5.60
atoga,Northumberland (Town),0.2 MI N JCT RTES 4 & 32,44 15023167 HUDSON RIVER&CANL,NYSDOT,1917,08/09/2017,SD,3.60
atoga,Northumberland (Town),1.2 MI N JCT RTS 32 & 50,32  32 15053282 SNOOK KILL,NYSDOT,1953,07/07/2017,N,5.33
atoga,Northumberland (Town),1.6 MI NE JCT NY50&NY32,JEWELL ROAD SNOOK KILL,30 - County,1951,06/13/2016,N,6.25
atoga,Northumberland (Town),"2.9 MI NE INT NY50,NY32",MOTT ROAD SNOOK KILL,30 - County,1961,10/15/2015,N,6.64
atoga,Northumberland (Town),.5 MI NW JCT SH 32 & SH 5,WILTN GANSEVRT RD SNOOK KILL,30 - County,1969,04/26/2016,N,5.00
atoga,Providence (Town),3 MI NE JCT NY29&NY147,ANTIOCH ROAD ALDER CREEK,40 - Town,1907,08/03/2017,SD,4.17
atoga,Providence (Town),2.8 MI NW NY29<NY147,BARKERSVILLE CR13 CADMAN CREEK,30 - County,1937,06/21/2016,N,3.29
atoga,Providence (Town),6 MI S OF EDINBURG,CR 13 HANS CREEK,30 - County,1958,08/26/2016,N,5.64
atoga,Providence (Town),2.5 MI NE SH 29 < SH 147,"CR 13,FAYVILLE RD ALDER CREEK",30 - County,1996,08/04/2016,N,6.66
atoga,Providence (Town),2.5 MI NE RT.29 & 147,CR16 BARKRSVLE RD ALDER CREEK,30 - County,1991,08/04/2016,N,6.61
atoga,Providence (Town),2 MI NW JCT NY147&NY29,FISH HOUSE RD CR14 KENYETTO CREEK,30 - County,2013,04/12/2016,N,7.00
atoga,Providence (Town),4 MI NNW JCT SH147 & SH29,HANS CREEK ROAD HANS CREEK,30 - County,2001,04/18/2016,N,6.83
atoga,Providence (Town),4 MI NNW JCT SH 147 & 29,HANS CREEK ROAD HANS CREEK,30 - County,2001,09/03/2015,N,6.77
atoga,Providence (Town),4.5 MI W LAKE DESOLATION,HANS CREEK ROAD HANS CREEK,30 - County,2001,09/03/2015,N,6.77
atoga,Providence (Town),4 MI N NW JCT NY147+NY29,HANS CREEK ROAD HANS CREEK,30 - County,1982,04/18/2016,N,4.23
atoga,Providence (Town),4MI NNWJCT NY 147& NY29,HANS CREEK ROAD HANS CREEK,30 - County,1914,04/18/2017,N,4.23
atoga,Providence (Town),1.5 MI NW JCT SH149 &SH29,POTTER HOLLW ROAD ALDER CREEK,30 - County,2001,08/05/2015,FO,6.27
atoga,Providence (Town),4 MI NW JCT NY147<NY29,SLEEZER ROAD HANS CREEK,30 - County,1930,09/03/2015,N,6.31
atoga,Round Lake (Village),JCT I87 & RND LAKE ROAD,87I 87I15091104 823 823 15011000,NYSDOT,1996,05/17/2016,N,4.64
atoga,Round Lake (Village),.5 mi N I-87 Exit 11,915J915J15011003 UNKNOWN CREEK,NYSDOT,2008,07/27/2016,N,7.00
atoga,Round Lake (Village),ROUND LAKE,CR 80 BALLSTON CREEK,30 - County,1991,04/06/2016,N,5.92
atoga,Round Lake (Village),VILLAGE OF ROUND LAKE,GOLDFOOT RD BALLSTON CREEK,30 - County,1997,04/05/2016,N,6.00
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
atoga,Saratoga (Town),JCT RTE 9P & FISH CREEK,9P  9P15011082 SARATOGA LAKE,NYSDOT,2011,05/04/2017,N,6.40
atoga,Saratoga (Town),JCT RTE 29 & FISH CREEK,29  29 15033076 FISH CREEK,NYSDOT,1928,09/13/2016,SD,3.99
atoga,Saratoga (Town),2.0 MI W JCT RTS 4 & 29,29  29 15033080 FISH CREEK,NYSDOT,2016,12/06/2016,SD,7.00
atoga,Saratoga (Town),1.7 MI SW JT RTS 4 & 32,32  32 15053156 FISH CREEK,NYSDOT,1993,07/06/2017,N,4.54
atoga,Saratoga (Town),4MI E SARATOGA SPRINGS,BRYANTS BRIDGE RD FISH CREEK,30 - County,2007,05/10/2017,N,6.53
atoga,Saratoga (Town),1.7 MI W SCHUYLERVILLE,BURGOYNE ROAD FISH CREEK,30 - County,1961,08/04/2016,N,5.45
atoga,Saratoga (Town),JCT LOCK #5 & CHAMPLAIN C,COUNTY ROAD 42 CHAMPLAIN  CANAL,NYSDOT,1914,04/26/2016,N,5.17
atoga,Saratoga (Town),2 MI E I87 EXIT 14 (SH29),"CR 67, STAFFORDS BR. RD. FISH CREEK",30 - County,1969,05/04/2017,N,6.37
atoga,Saratoga (Town),AT VICTORY MILLS,MENNEN RD FISH CREEK,30 - County,1961,05/03/2016,N,5.67
atoga,Schuylerville (Village),JCT RTES 4 & 32,44 15023143 FISH CREEK,NYSDOT,1957,06/08/2016,N,5.35
atoga,Schuylerville (Village),0.35 MI.E.JCT RTES.4 + 29,29  29 15033105 W.BR.HUDSON RIVER,NYSDOT,1959,06/08/2016,N,5.32
atoga,Schuylerville (Village),.4 MI E JCT OF RTS 4 & 29,29  29 18041000 E BR HUDSON/CANAL,NYSDOT,1997,06/08/2016,N,6.02
atoga,South Glens Falls (Village),JCT RT 9 & HUDSON RIVER,99 15093168 SRD SCA TISSUE,NYSDOT,2004,08/04/2016,FO,5.77
atoga,Stillwater (Town),VILLAGE OF STILLWATER,KELLOG ROAD SCHUYLER CREEK,30 - County,1992,04/27/2017,N,6.69
atoga,Stillwater (Town),SARATOGA NATL. HIST.PARK,NPS ROUTE 10 KROMA KILL,53 - National Park Service,1971,05/20/1993,N,0.00
atoga,Stillwater (Town),SARATOGA NATL.HIST.PARK,NPS ROUTE 10 KROMA KILL,53 - National Park Service,1962,05/20/1993,N,0.00
atoga,Stillwater (Town),SARATOGA NATL.HIST.PARK,NPS ROUTE 10 KROMA KILL,53 - National Park Service,1962,05/20/1993,N,0.00
atoga,Stillwater (Town),SARATOGA NATL.HIST.PARK,NPS ROUTE 500 KROMA KILL,53 - National Park Service,1962,07/01/2010,N,5.43
atoga,Stillwater (Town),CITY OF MECHANICVILLE,ROUND LAKE AVE ANTHONY KILL,30 - County,1967,12/18/2015,N,6.68
atoga,Stillwater (Village),.4MI.S.JCT RTE 4<67,44 15023021 SCHUYLER CREEK,NYSDOT,1885,06/27/2017,SD,4.44
atoga,Stillwater (Village),.1 MI E OF STILLWATER/US4,STILLWATER BRG HUDSON RIVER,NYSDOT,1930,05/26/2017,FO,4.18
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
atoga,Victory (Village),1.8 MI SW INT NY4&29,BRIDGE ST FISH CREEK,41 - Village,1985,05/03/2016,SD,4.63
atoga,Victory (Village),VILLAGE OF VICTORY MILLS,BRIDGE STREET FISH CREEK,30 - County,1990,08/04/2017,N,6.30
atoga,Waterford (Town),US 4 & SCHOOLHOUSE LANE,44 15021024 UNKNOWN STREAM,NYSDOT,1992,05/04/2017,N,5.00
atoga,Waterford (Town),GUARD GATE #2 & ERIE C E5,ACCESS RD-CANAL ERIE CANAL,NYSDOT,1912,05/04/2017,SD,5.00
atoga,Waterford (Town),WATERFORD @ E1 & ERIE C,BR. TO PEEBLES IS ERIE BARGE CANAL,20 - State - Other,1913,07/14/2016,SD,5.24
atoga,Waterford (Town),FULTON ST & OLD CHAMP C,FULTON STREET OLD CHAMPLAIN CANAL,NYSDOT,2006,04/05/2017,N,7.00
atoga,Waterford (Town),RT32 .5MI S OF WATERFORD,OCONNOR DRIVE OLD CHAMPLAIN CANAL,30 - County,1988,04/05/2017,N,7.00
atoga,Waterford (Village),JCT RTE 4 HUDSON RIVER,44 15021000 HUDSON R & CANAL,NYSDOT,1909,09/28/2015,FO,4.24
atoga,Waterford (Village),JCT RTE 32 & ERIE CANAL,32  32 15021011 ERIE CANAL,NYSDOT,1907,10/31/2016,SD,5.64
atoga,Waterford (Village),SH 32 & OLD CHAMPLAIN CNL,32  32 15051013 OLD CHAMPLAIN CANAL,NYSDOT,1995,04/05/2017,N,6.00
atoga,Waterford (Village),LOCK 3E ACCESS & ERIE C,ACCESS RD-LOCK E3 CANAL LOCK 3SPLWY,NYSDOT,1906,05/03/2017,SD,5.04
atoga,Waterford (Village),IN WATERFORD,BURTON AVENUE OLD CHAMPLN CANAL,NYSDOT,1938,12/22/2016,SD,4.80
atoga,Waterford (Village),IN WATERFORD,DIVISION STREET OLD CHAMPLN CANAL,NYSDOT,1994,12/22/2016,N,4.89
atoga,Waterford (Village),FOURTH ST & ERIE C @ E2,FOURTH STREET ERIE CANAL,NYSDOT,1907,10/31/2016,SD,4.37
atoga,Waterford (Village),IN WATERFORD,SIXTH STREET DELAWARE & HUDSON,41 - Village,1999,09/04/2015,N,6.58
atoga,Wilton (Town),0.1 MI NO BALLARD RD,99 15093062 LITTLE SNOOK KILL,NYSDOT,1934,08/11/2016,N,4.00
atoga,Wilton (Town),IN WILTON,87I 87I15091238 DELAWARE & HUDSON,NYSDOT,2007,06/08/2017,FO,6.57
atoga,Wilton (Town),IN WILTON,87I 87I15091238 DELAWARE & HUDSON,NYSDOT,2007,06/08/2017,N,6.57
atoga,Wilton (Town),1.2 MI N I87 & BALLARD RD,87I 87I15091288 SNOOK KILL,NYSDOT,1962,07/26/2017,N,4.00
atoga,Wilton (Town),1.2 MI N I87 & BALLARD RD,87I 87I15091288 SNOOK KILL,NYSDOT,1962,07/26/2017,N,4.00
atoga,Wilton (Town),1.1 ML E WILTON,BALLARD RD  CR33 SNOOK KILL,30 - County,1950,04/12/2016,N,5.00
atoga,Wilton (Town),JCT I87 & BALLARD ROAD,BALLARD ROAD 87I  87I15091277,NYSDOT,1962,05/12/2017,FO,5.32
atoga,Wilton (Town),JCT I87 & GANSEVOORT RD,"CR 32, GANSEVOORT ROAD 87I 87I15091293",NYSDOT,1962,05/08/2017,N,5.18
atoga,Wilton (Town),2.5 MI SW OF GANSEVOORT,DIMMICK RD SNOOK KILL,30 - County,1941,04/13/2016,N,5.33
atoga,Wilton (Town),1.5 MI NE I87 EXIT 15,JONES ROAD DELAWARE & HUDSON,30 - County,1956,09/22/2016,FO,6.30
atoga,Wilton (Town),3.5 MI S I87 & BALLARD RD,JONES ROAD 87I 87I15091243,NYSDOT,1962,04/19/2017,FO,4.89
atoga,Wilton (Town),3.4 MI S I87 & BALLARD RD,JONES ROAD 87I 87I15091243,NYSDOT,1962,04/19/2017,FO,4.56
atoga,Wilton (Town),1 MI NW I87 - EXIT 16,NORTH RD SNOOK KILL,30 - County,2009,04/12/2016,N,7.00
atoga,Wilton (Town),1.6 MI W JCT SH 50 & SH 3,STRONG RD SNOOK KILL,30 - County,2007,06/15/2017,N,6.82
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
uga,Auburn (City),JCT RTE 5 + OWASCO OUTLET,55 31072114 OWASCO OUTLET,NYSDOT,1976,08/29/2017,N,6.34
uga,Auburn (City),JCT RTE 5 + OWASCO OUTLET,55 31072115 OWASCO OUTLET,NYSDOT,1976,09/25/2017,FO,5.31
uga,Auburn (City),.1 MI N JCT SH 34 & US 20,34  34 31052014 OWASCO OUTLET,42 - City,1912,10/14/2016,N,6.63
uga,Auburn (City),RTE 38-200 FT FROM RTE 5,38  38 31042023 OWASCO OUTLET,42 - City,1980,06/01/2017,SD,3.61
uga,Auburn (City),0.2MI NE JCT20<326 AUBURN,AURELIUS AVENUE OWASCO OUTLET,42 - City,1886,07/31/2017,FO,3.69
uga,Auburn (City),.2 MI NE JCT US20 & SH326,CANOGA STREET OWASCO OUTLET,42 - City,1930,07/31/2017,N,3.95
uga,Auburn (City),0.6 MI NORTH OF NYS RT 20,FRANKLIN STREET HUNTER BROOK,42 - City,1985,05/16/2017,N,7.00
uga,Auburn (City),0.7 MI W JCT RTS 326 & 20,GENESEE STREET CRANE BROOK,NYSDOT,1975,06/12/2017,N,7.00
uga,Auburn (City),IN AUBURN,GENESEE STREET OWASCO OUTLET,42 - City,1880,11/17/2015,N,5.01
uga,Auburn (City),1.1MI SE STATE PRISON IN,LAKE AVENUE OWASCO OUTLET,42 - City,1954,10/05/2015,FO,4.86
uga,Auburn (City),0.3 MI WEST OF NYS RT 5,MCINTOSH DRIVE HUNTER BROOK,42 - City,1973,05/16/2017,N,7.00
uga,Auburn (City),0.5 M S OF JUNC US20&US5,MILLER STREET OWASCO POWER RACE,42 - City,1978,11/17/2015,N,4.47
uga,Auburn (City),.5 MI SW OF STATE PRISON,NORTH DIVISION ST OWASCO OUTLET,42 - City,1964,11/30/2016,SD,2.40
uga,Auburn (City),0.5 MI WEST OF NYS RT 5,SCHWARTZ DRIVE HUNTER BROOK,42 - City,1971,08/22/2017,SD,1.00
uga,Auburn (City),3 MI E JCT US 20 & SH 326,WASHINGTON ST OWASCO OUTLET,42 - City,1925,08/03/2016,N,5.98
uga,Auburn (City),.5 MI W JCT US 20 & SH 34,WASHINGTON ST OWASCO RIVER RACE,42 - City,1996,08/03/2016,N,6.11
uga,Auburn (City),0.3MI SE OF NYSRT20&RT326,WRIGHT AVENUE CRANE BROOK,42 - City,1973,07/06/2017,N,5.00
uga,Aurelius (Town),5.2 MI SE JCT SH20 & SH90,55 31071054 FINGER LAKES RAILROAD,NYSDOT,1995,06/13/2017,N,6.48
uga,Aurelius (Town),2.2 MI W JCT SH 5 & SH 20,55 31071079 CRANE BROOK,NYSDOT,1975,05/19/2016,N,3.00
uga,Aurelius (Town),.2 MI S JCT SH 326 & SH 5,326 326 31013000 CRANE BROOK,NYSDOT,1975,05/19/2016,N,7.00
uga,Aurelius (Town),1.6MI W JCT RTS 20 < 38,CLARK STREET ROAD CRANE BROOK,30 - County,1930,11/02/2015,N,4.30
uga,Aurelius (Town),2 MILES WEST OF AUBURN,COUNTY ROAD 7A CRANE BROOK,30 - County,1970,05/08/2017,N,5.00
uga,Aurelius (Town),2 MI WEST OF AUBURN,WEBSTER ROAD CRANE BROOK,40 - Town,1955,07/07/2016,FO,4.49
uga,Aurora (Village),8.9 MI S JCT SH90 & SH326,90  90 31021273 PAINES CREEK,NYSDOT,2010,08/09/2016,N,6.82
uga,Brutus (Town),0.9 MI SW JCT RTS 31B+ 34,31  31 31081074 COLDSPRINGBROOK,NYSDOT,1948,05/13/2016,N,6.73
uga,Brutus (Town),0.2 MI  E JCT RTS 31 + 34,31  31 31081091 PUTNAM BROOK,NYSDOT,1950,08/22/2017,N,6.48
uga,Brutus (Town),.3 MI S JCT SH 34 & I90,34  34 31053074 DUNN RD PRKNG ACC,NYSDOT,1990,05/31/2017,FO,5.42
uga,Brutus (Town),JCT.RTE.34 + CANAL,34  34 31053083 ERIE BARGE CANAL,NYSDOT,1964,08/23/2016,SD,3.09
uga,Brutus (Town),JCT OF RTS 34 + I-90,34 34 31053077 90IX,2L - NYS Thruway Authority,1953,11/09/2015,SD,4.31
uga,Brutus (Town),2.7MI E INTCGE 40 ON I90,90IX BONTA BR RD CR14,2L - NYS Thruway Authority,1953,04/20/2016,FO,6.00
uga,Brutus (Town),0.5 MI N OF EX 40 ON I90,90IX COLD SPRING BROOK,2L - NYS Thruway Authority,1948,11/02/2016,N,6.60
uga,Brutus (Town),2.3 MI E JCT SH34 & CANAL,BONTA BRIDGE ROAD ERIE CANAL/SEN RV,NYSDOT,1912,08/31/2016,SD,3.49
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
uga,Brutus (Town),0.3 MI SE WEEDSPORT,E. BRUTUS ST.ROAD PUTNAM BROOK,30 - County,1960,06/28/2017,N,6.71
uga,Brutus (Town),I90 EXIT 40 RAMP BRIDGE,EXIT 40 RAMP 90IX,2L - NYS Thruway Authority,2003,10/06/2015,N,6.23
uga,Brutus (Town),1.0 MI SW OF WEEDSPORT,HAMILTON ROAD NORTH BROOK,40 - Town,1989,11/07/2016,SD,4.00
uga,Brutus (Town),1.3 MI NORTH OF NYS RTE 5,JERICHO ROAD PUTNAM BROOK,30 - County,2014,08/02/2017,N,4.00
uga,Brutus (Town),2MI SE WEEDSPORT,JERICHO ROAD PUTNAM BROOK,30 - County,1961,04/12/2017,SD,3.05
uga,Brutus (Town),1.1 MI W EXIT 40 ON 90I,OAKLAND RD CR 13B 90IX,2L - NYS Thruway Authority,1988,04/24/2017,FO,5.70
uga,Brutus (Town),.5 MILE NW OF WEEDSPORT,OAKLAND ROAD CSX TRANS/AMTRAK,30 - County,1993,06/20/2017,FO,4.18
uga,Brutus (Town),1.0 MI N OF WEEDSPORT,RIVER FOREST ROAD COLD SPRING BROOK,40 - Town,1983,07/26/2017,N,5.00
uga,Brutus (Town),1 MILE EAST OF WEEDSPORT,SHEPHERD ROAD PUTNAM BROOK,30 - County,1964,08/07/2017,SD,4.24
uga,Brutus (Town),1.7 MI NW OF WEEDSPORT,TOWN LINE RD 90IX,2L - NYS Thruway Authority,1953,08/25/2015,FO,5.35
uga,Cato (Town),2 MILES NE OF WEEDSPORT,DITMAR ROAD MUSKRAT CREEK,40 - Town,1940,08/31/2017,N,4.85
uga,Cato (Town),3 MILES NE OF WEEDSPORT,JOROLEMON ROAD MUSKRAT CREEK,30 - County,1991,08/28/2017,N,6.29
uga,Cato (Town),3.5 mi S Vil of Meridian,SHORT CUT ROAD MUSKRAT CREEK,30 - County,1986,05/31/2017,N,6.81
uga,Conquest (Town),1.5 MI SSW OF CONQUEST,Spring Lake Rd Mud Pond Outlet,30 - County,2004,10/27/2016,N,7.00
uga,Fleming (Town),2.1 MI SW JCT RTS 34B+ 34,34B 34B31021157 EXT.YAWGER CREEK,NYSDOT,1971,06/01/2017,N,6.00
uga,Fleming (Town),.1 MI W JCT SH 38 & SH38A,437 437 31011003 OWASCO OUTLET,NYSDOT,2004,06/27/2017,N,6.68
uga,Fleming (Town),4 MI NE UNION SPRINGS,RIDGE ROAD YAWGER CREEK,30 - County,1957,04/13/2017,N,5.65
uga,Genoa (Town),.7 MI N JCT SH 90 & SH 34,34  34 31051049 TRIB SALMON CREEK,NYSDOT,1961,09/25/2017,N,4.00
uga,Genoa (Town),.5 MI W JCT SH 90 & SH 38,90  90 31021160 BIG SALMON CREEK,NYSDOT,2002,06/29/2016,N,6.86
uga,Genoa (Town),2.4 MI E JCT SH90 & SH34B,90  90 31021177 LITT SALMON CREEK,NYSDOT,2010,08/09/2016,N,7.00
uga,Genoa (Town),2 MI SW OF EAST GENOA,BLAKLEY ROAD SALMON CREEK,40 - Town,1931,08/16/2016,SD,3.68
uga,Genoa (Town),2 MILES SW OF GENOA,CREEK ROAD LITT SALMON CREEK,40 - Town,1982,08/30/2017,FO,4.13
uga,Genoa (Town),2 MI SW OF GENOA,CREEK ROAD LITTLE SALMON CRK,40 - Town,1935,11/09/2016,SD,3.74
uga,Genoa (Town),2 MILES SW OF GENOA,CREEK ROAD LITTLE SALMON CREEK,40 - Town,1989,08/08/2017,N,5.44
uga,Genoa (Town),2.2 MI SW GENOA,INDIAN FIELD ROAD LITTLE SALMON CREEK,30 - County,1991,06/18/2015,N,5.14
uga,Genoa (Town),2.7 MI SW LOCKE,WEEKS ROAD HEMLOCK CREEK,40 - Town,1997,05/08/2017,N,5.00
uga,Ledyard (Town),1.1 MI W JCT NY RTE 90,LEVANNA ROAD OLD QUAKER CREEK,30 - County,1997,04/10/2017,N,4.00
uga,Locke (Town),1.8 MI SE JCT RTS 38 & 90,38  38 31041019 OWASCO INLET,NYSDOT,2001,09/28/2017,N,6.74
uga,Locke (Town),0.7 MI SE JCT RTS 38 + 90,38  38 31041030 OWASCO INLET,NYSDOT,1956,05/24/2016,N,6.00
uga,Locke (Town),0.6 MI  N JCT RTS 38 + 90,38  38 31041043 OWASCO INLET,NYSDOT,1956,08/05/2016,N,6.00
uga,Locke (Town),0.2 MI SE JCT.RTS.38 & 90,38  38 31041335 HEMLOCK CREEK,NYSDOT,1985,06/14/2017,N,6.05
uga,Locke (Town),0.2 MI SE JCT RTS 90 & 38,90  90 31021087 OWASCO INLET,NYSDOT,1999,08/30/2017,N,6.78
uga,Locke (Town),.4 MI SW OF TOWN OF LOCKE,BIRD CEMETERY RD HEMLOCK CREEK,30 - County,1953,05/09/2017,N,3.56
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
uga,Locke (Town),1 MILE SE OF LOCKE,CAT PATH ROAD OWASCO INLET,40 - Town,1963,11/15/2016,FO,4.18
uga,Locke (Town),1.7 MI SE JCT SH38 & SH90,COUNTY ROAD 55 OWASCO INLET,30 - County,1930,11/08/2016,SD,6.41
uga,Locke (Town),4.5 MI ESE OF GENOA,CREEK ROAD HEMLOCK CREEK,30 - County,1940,08/01/2017,N,6.41
uga,Locke (Town),.2 MI NE JCT SH 38 & SH 9,ERRON HILL ROAD OWASCO INLET,30 - County,2012,07/19/2017,N,6.75
uga,Locke (Town),0.5 MI SW OF LOCKE,OLD GENOA ROAD HEMLOCK CREEK,40 - Town,1990,06/22/2017,FO,4.82
uga,Locke (Town),.2 MI S JCT SH 90 & CR 48,WEST GROTON ROAD HEMLOCK CREEK,30 - County,1997,08/01/2017,FO,6.18
uga,Mentz (Town),1.3 MI N JCT SH31 & SH38,38  38 31043079 CSX TRANS/ AMTRAK,NYSDOT,1978,06/24/2016,N,4.57
uga,Mentz (Town),1.9 MI  N JCT RTS 38 + 31,38  38 31043083 OWASCO OUTLET,NYSDOT,1959,08/07/2017,N,5.04
uga,Mentz (Town),RTE.38 OVER CANAL,38  38 31043097 ERIE BARGE CANAL,NYSDOT,1964,09/21/2016,SD,4.06
uga,Mentz (Town),2.6 MI W INT 40 ON I90,90IX CSX/AMTRAK,2L - NYS Thruway Authority,1953,07/17/2017,N,4.52
uga,Mentz (Town),VILLAGE OF PORT BYRON,GREEN STREET OWASCO OUTLET,40 - Town,2004,08/09/2016,N,6.80
uga,Mentz (Town),2 MI SOUTH OF PORT BYRON,HAYDEN ROAD OWASCO OUTLET,30 - County,1964,08/29/2017,FO,4.64
uga,Mentz (Town),.1 Mi W Jct SH38 & Seneca,Haiti Rd Seneca River,40 - Town,2010,08/23/2016,FO,6.49
uga,Mentz (Town),N OF PORT BYRON OVER I90,N MAIN ST CR 56 90IX,2L - NYS Thruway Authority,1953,05/30/2017,FO,5.40
uga,Mentz (Town),1 MILE N OF PORT BYRON,N Y CENTRAL ROAD OWASCO OUTLET,40 - Town,1968,08/23/2017,SD,3.08
uga,Montezuma (Town),0.1 MI E JCT RTS 31+ I-90,31  31 31081014 CRANE BROOK,NYSDOT,1953,05/15/2017,N,5.70
uga,Montezuma (Town),JCT OF RTS 31 + I-90,31 3131081014 90IX,NYSDOT,1953,11/16/2016,FO,5.04
uga,Montezuma (Town),.1MI NE JCT I90<31 ON I90,90IX CRANE BROOK,2L - NYS Thruway Authority,1953,07/17/2017,SD,4.00
uga,Montezuma (Town),3 MI NE JCT US 20 & SH 90,FOSTERVILLE ROAD S BR CRANE BROOK,30 - County,1957,05/08/2017,N,3.00
uga,Montezuma (Town),2.8MI SW PORT BYRON,LOOP ROAD CRANE BROOK,30 - County,1952,08/23/2017,N,3.67
uga,Montezuma (Town),2.5MI SW PORT BYRON,MENTZ CHURCH ROAD CRANE BROOK,30 - County,1960,06/02/2017,SD,5.39
uga,Montezuma (Town),JCT SH 90 & I90,NYS ROUTE 90 90IX,2L - NYS Thruway Authority,1952,09/22/2016,SD,4.44
uga,Moravia (Town),.9 MI E JCT SH 38A & SH 3,38A 38A31011009 DRESSERVILLE CRK,NYSDOT,2006,05/24/2016,N,6.78
uga,Moravia (Town),.5 MILE WEST OF MORAVIA,COUNTY ROAD 43C OWASCO INLET,30 - County,1962,11/05/2015,SD,3.69
uga,Moravia (Town),1 MI S OF MORAVIA,FILLMORE GLEN PARK RD DRY CREEK,29 - Finger Lakes Parks and,1925,07/06/2016,N,4.56
uga,Moravia (Village),0.5 MI  S JCT RTS 38 +38A,38  38 31041069 DRY CREEK,NYSDOT,1950,09/19/2017,FO,5.49
uga,Moravia (Village),0.1 MI S JCT RTS 38 & 39A,38  38 31041074 MILL CREEK,NYSDOT,1995,10/21/2015,N,4.88
